MN908947 B.1_MN908947
MW928189 B.1.2_MW928189
MZ490058.1 B.1.2_MZ490058.1
MW635166 B.1.2_MW635166
MZ412438.1 B.1.1.39_MZ412438.1
MW916483 B.1.234_MW916483
MW636786 B.1.544_MW636786
MT970966 D.2_MT970966
MW804374 B.1.2_MW804374
MW863980 B.1.2_MW863980
MW064315 B.1_MW064315
MW643835 B.1.2_MW643835
MZ252143 B.1.2_MZ252143
MW420148 B.1_MW420148
MW420646 B.1.199_MW420646
MZ029222 B.1.1.519_MZ029222
MW277309 D.2_MW277309
MW576990 B.1.2_MW576990
MW495214 B.1.2_MW495214
MZ305389 B.1.234_MZ305389
MW863204 B.1.574_MW863204
MW191192 A.1_MW191192
MT994707 B.1.1.487_MT994707
MW483219 B.1_MW483219
MZ076466 B.1.1.519_MZ076466
MZ258875 B.1.2_MZ258875
MW666644 B.1.2_MW666644
MZ512754.1 B.1.2_MZ512754.1
MZ002875 B.1.1.519_MZ002875
MT345881 B.1.371_MT345881
MZ433806.1 B.1.516_MZ433806.1
MZ060257 B.1.1.519_MZ060257
MW987706 B.1.2_MW987706
MW851141 B.1.311_MW851141
MW494361 B.1.349_MW494361
MW086917 B.1.2_MW086917
MW687349 B.1.2_MW687349
MW941441 R.2_MW941441
MW279426 B.1.265_MW279426
MW518136 B.1.2_MW518136
MT451060 B.1.1_MT451060
MT893009 B.40_MT893009
MT740391 B.1.1_MT740391
MT992744 B.1_MT992744
MW849989 B.1.2_MW849989
MW550007 B.1.2_MW550007
MW778578 B.1.2_MW778578
MT627260 A.1_MT627260
MZ245636 B.1.1.519_MZ245636
MZ373610 B.1.565_MZ373610
MW154045 D.2_MW154045
MZ373779 B.1.426_MZ373779
MZ202428 B.1.1.519_MZ202428
MW907417 B.1.366_MW907417
MT973006 D.2_MT973006
MW638539 B.1.346_MW638539
MW925291 B.1.2_MW925291
MZ467737.1 B.1.1.519_MZ467737.1
MT642158 A.1_MT642158
MW705197 B.1.2_MW705197
MZ490239.1 B.1.2_MZ490239.1
MW634036 B.1.349_MW634036
MZ246570 B.1.1.519_MZ246570
MW935469 B.1.2_MW935469
MT969398 B.1.1.136_MT969398
MW680505 B.1.2_MW680505
MW968870 B.1.2_MW968870
MW669002 B.1.2_MW669002
MT558670 B.1.494_MT558670
MW668529 B.1.596_MW668529
MW697029 B.1.2_MW697029
MW779324 B.1.1.519_MW779324
MZ363658 B.1.2_MZ363658
MW984882 B.1_MW984882
MW065376 B.1_MW065376
MZ227545 B.1.1_MZ227545
MW635336 B.1.1.316_MW635336
MZ498481.1 B.1.2_MZ498481.1
MW708904 B.1.1_MW708904
MW943355 B.1.2_MW943355
MW904372 B.1.2_MW904372
MZ233933 B.1.349_MZ233933
MZ075422 B.1.2_MZ075422
MZ172352 B.1.1.519_MZ172352
MW156856 D.2_MW156856
MZ278562 B.1.1.519_MZ278562
MW976379 B.1.575_MW976379
MW993463 B.1.429_MW993463
MT905429 B.1_MT905429
MW495891 B.1_MW495891
MW586714 B.1.2_MW586714
MW816237 B.1.240_MW816237
MT627765 B.1.371_MT627765
MW925542 B.1.234_MW925542
MW704860 B.1.2_MW704860
MW056175 B.1.369_MW056175
MZ012531 B.1.2_MZ012531
MZ025387 B.1.2_MZ025387
MT259262 A.1_MT259262
MZ312984 B.1.596_MZ312984
MT973155 D.2_MT973155
MW406569 B.1.2_MW406569
MZ491063.1 B.1.240_MZ491063.1
MT641530 B.1.1.26_MT641530
MW889955 B.1.517_MW889955
MZ246432 B.1.1.519_MZ246432
MW593821 A.1_MW593821
MZ035737 B.1.1.519_MZ035737
MT873401 B.1_MT873401
MW972638 B.1.2_MW972638
MZ199201 B.1.2_MZ199201
MW190571 B.40_MW190571
MZ499084.1 R.1_MZ499084.1
MT873296 B.1_MT873296
MW779029 B.1.243_MW779029
MT252684 A.1_MT252684
MT370889 B.1_MT370889
MW782907 B.1.2_MW782907
MW776838 B.1.346_MW776838
MT972553 D.2_MT972553
MT467247 B.1.145_MT467247
MT846667 B.1.565_MT846667
MT750043 B.1.304_MT750043
MW321220 D.2_MW321220
MZ258842 B.1_MZ258842
MZ211758 B.1.1.519_MZ211758
MW943254 B.1.1.348_MW943254
MW206151 B.1.426_MW206151
MW634892 B.1.2_MW634892
MT970954 D.2_MT970954
MT533198 B.1_MT533198
MW065372 A.5_MW065372
MZ238977 B.1.429_MZ238977
MW184945 D.2_MW184945
MW759618 B.1.2_MW759618
MW836841 B.1.2_MW836841
MT520370 B.1_MT520370
MT971435 D.2_MT971435
MZ257523 B.1.2_MZ257523
MW966088 C.23_MW966088
MW778868 B.1.595_MW778868
MW403550 B.1.2_MW403550
MZ359733 B.1.1.519_MZ359733
MW191367 B.1.378_MW191367
MW638256 B.1.311_MW638256
MW735482 B.1.605_MW735482
MW634710 B.1.2_MW634710
MT834622 B.1.110.3_MT834622
MW720446 B.1.2_MW720446
MW454610 B.1.433_MW454610
MZ036451 A.23.1_MZ036451
MZ498318.1 R.1_MZ498318.1
MT326169 B.1_MT326169
MT947582 B.1_MT947582
MW491056 B.1.2_MW491056
MW693539 B.1.369_MW693539
MW065286 B.1_MW065286
MW549958 B.1.2_MW549958
MW648314 B.1.2_MW648314
MW696539 B.1.2_MW696539
MZ023163 B.1.575_MZ023163
MT159722 B_MT159722
MW766711 B.1.400_MW766711
MT873383 B.1_MT873383
MZ199211 B.1.1.519_MZ199211
MZ360597 B.1.1.519_MZ360597
MT461613 A.1_MT461613
MT632498 B.1.320_MT632498
MW035929 B.1.320_MW035929
MW640210 B.1.1.434_MW640210
MW697074 B.1.2_MW697074
MW566523 B.1.385_MW566523
MW517357 B.1.2_MW517357
MW389623 B.1.426_MW389623
MZ171725 B.1.1.519_MZ171725
MW190732 B.46_MW190732
MW523443 B.1.509_MW523443
MW638732 B.1.2_MW638732
MZ462848.1 B.1.2_MZ462848.1
MT810712 B.1.166_MT810712
MW666302 B.1.2_MW666302
MW320772 D.2_MW320772
MZ268638 B.1.1.306_MZ268638
MW002816 B.1_MW002816
MZ001310 B.1.2_MZ001310
MW966644 B.1.110.3_MW966644
MW816163 B.1.2_MW816163
MW848997 B.1.2_MW848997
MZ448894.1 B.1.2_MZ448894.1
MW837391 B.1.1.519_MW837391
MW638894 B.1.2_MW638894
MW778929 B.1.596_MW778929
MW728749 B.1.568_MW728749
MW715069 B.1.111_MW715069
MW666913 B.1.2_MW666913
MZ022673 B.1.575_MZ022673
MW734881 B.1.1.519_MW734881
MW693548 B.1.2_MW693548
MZ069653 B.1.1.28_MZ069653
MW495938 B.1.369_MW495938
MW593273 B.1.371_MW593273
MZ306271 B.1.623_MZ306271
MZ366677 B.1.1.207_MZ366677
MW783183 B.1.433_MW783183
MW467460 C.17_MW467460
MW446871 B.1.2_MW446871
MW941631 B.1.2_MW941631
MZ322791 B.1.1.519_MZ322791
MW617867 B.1.409_MW617867
MZ158966 B.1.1.519_MZ158966
MW701880 B.20_MW701880
MW277205 D.2_MW277205
MW666551 B.1.2_MW666551
MZ500257.1 B.1.2_MZ500257.1
MT947572 B.1.206_MT947572
MW521417 B.1.576_MW521417
MW528830 B.1.243_MW528830
MW190234 B.6_MW190234
MT375451 B.1.371_MT375451
MW279414 B.1.1_MW279414
MW190513 B.1.595_MW190513
MW240754 B.1.234_MW240754
MW777629 B.1.1_MW777629
MW799623 B.1.2_MW799623
MW001882 B.1_MW001882
MW777260 B.1.243_MW777260
MZ340575 B.1.421_MZ340575
MW240739 B.1.234_MW240739
MT997985 B.1.595_MT997985
MW521813 B.1.2_MW521813
MZ256100 B.1.234_MZ256100
MT627261 A.1_MT627261
MT528609 B.1_MT528609
MW183961 D.2_MW183961
MW870301 B.1.2_MW870301
MW778980 B.1.243_MW778980
MW706611 B.1.2_MW706611
MW796652 B.1.2_MW796652
MW696282 B.1.517_MW696282
MW420833 B.1.425_MW420833
MW705458 B.1.596_MW705458
MW708388 B.1.596_MW708388
MW702493 B.1.311_MW702493
MW783341 B.1.2_MW783341
MW708812 B.1.2_MW708812
MT740401 B.1.1.25_MT740401
MZ058945 B.1.1.519_MZ058945
MW190590 B.1.1_MW190590
MW669623 B.1.2_MW669623
MW184339 D.2_MW184339
MW995062 B.1.2_MW995062
MZ363357 B.1.1.519_MZ363357
MZ238602 C.11_MZ238602
MW698166 B.1.2_MW698166
MW947554 B.1.2_MW947554
MW185550 D.2_MW185550
MZ055238 B.1.2_MZ055238
MT520284 B.1_MT520284
MW706980 B.1.234_MW706980
MW871079 B.1.2_MW871079
MT806104 B.1_MT806104
MW783325 C.23_MW783325
MW942533 B.1.2_MW942533
MW669097 B.1.234_MW669097
MW777684 B.1.243_MW777684
MZ202403 B.1.1.519_MZ202403
MW907567 B.1.2_MW907567
MW709173 B.1.605_MW709173
MT971607 D.2_MT971607
MT451218 B.31_MT451218
MW868443 B.1.2_MW868443
MZ373816 B.1.2_MZ373816
MW868676 B.1.2_MW868676
MT628053 A.1_MT628053
MZ492789.1 B.1_MZ492789.1
MW749466 B.1.596_MW749466
MZ132122 C.16_MZ132122
MW001905 B.1.243_MW001905
MW766734 B.1.243_MW766734
MW349083 B.1_MW349083
MT971354 D.2_MT971354
MT846449 B.1_MT846449
MZ030000 B.1.2_MZ030000
MW974213 B.1.1.450_MW974213
MW816622 B.1.1.316_MW816622
MW793060 B.1.2_MW793060
MW958089 B.1.429_MW958089
MZ331884 B.1.1_MZ331884
MW781107 B.1.2_MW781107
MT528626 A_MT528626
MW281864 B.1.1.50_MW281864
MT627622 B.1_MT627622
MW922968 B.1.2_MW922968
MW825592 B.1.234_MW825592
MT956718 B.1.2_MT956718
MZ201965 B.1.1.519_MZ201965
MW667091 B.1.2_MW667091
MW420901 B.1.595_MW420901
MW738842 B.1.590_MW738842
MZ156646 B.1.1.519_MZ156646
MW966984 B.1.2_MW966984
MW065163 B.1_MW065163
MW181758 B.1.1.284_MW181758
MW389569 B.1.595_MW389569
MW705033 B.1.375_MW705033
MW720218 B.1.596_MW720218
MW771921 B.1.2_MW771921
MW454429 B.1.241_MW454429
MW705345 B.1.2_MW705345
MT972494 D.2_MT972494
MW973948 B.1.2_MW973948
MT971051 D.2_MT971051
MW681265 B.1.433_MW681265
MW733526 B.1.420_MW733526
MZ332209 B.29_MZ332209
MZ166908 B.1.1.519_MZ166908
MW941536 B.1.298_MW941536
MW454446 B.1.241_MW454446
MW136872 B.1_MW136872
MT451026 A_MT451026
MW943058 B.1.2_MW943058
MW848057 B.1.596_MW848057
MW904263 R.1_MW904263
MZ492530.1 B.1.1.519_MZ492530.1
MW206596 B.1_MW206596
MW879635 B.1.1.519_MW879635
MW693349 B.1.2_MW693349
MW994537 B.1_MW994537
MW494365 B.1.2_MW494365
MT370895 B.1.332_MT370895
MT632952 A.1_MT632952
MW705604 B.1.2_MW705604
MW704573 B.1.2_MW704573
MT632799 B.1_MT632799
MW634495 B.1.2_MW634495
MW681247 B.1.2_MW681247
MW406549 B.1.2_MW406549
MT919998 B.1_MT919998
MW749517 B.1.2_MW749517
MT706340 B_MT706340
MT450960 B.1.1_MT450960
MW941877 B.1.2_MW941877
MZ236405 B.1.243_MZ236405
MW550238 B.1.2_MW550238
MZ497653.1 B.1.2_MZ497653.1
MW277202 D.2_MW277202
MZ059869 B.1.1.519_MZ059869
MT614529 A_MT614529
MW667111 B.1.2_MW667111
MT451000 B.1.1_MT451000
MW720483 B.1.2_MW720483
MT997695 B.1.369_MT997695
MW967227 B.1.2_MW967227
MZ500695.1 B.1.2_MZ500695.1
MW738257 B.1.2_MW738257
MT451213 B.1.319_MT451213
MT345849 B.1_MT345849
MW639948 B.1.241_MW639948
MZ500535.1 B.1.2_MZ500535.1
MZ404377.1 B.1.400_MZ404377.1
MZ232148 B.1.2_MZ232148
MW928232 B.1.2_MW928232
MZ029144 B.1.311_MZ029144
MW626330 B.1.2_MW626330
MW550573 B.1.2_MW550573
MW921658 B.1.595_MW921658
MZ490294.1 B.1.2_MZ490294.1
MZ025117 B.1.596_MZ025117
MW719887 B.1.2_MW719887
MW190875 B.1.1.61_MW190875
MW365226 B.1_MW365226
MW495856 B.1.577_MW495856
MW779361 B.1.2_MW779361
MT293211 A.1_MT293211
MW944350 B.1.1.519_MW944350
MW673696 B.1.596_MW673696
MZ373681 B.1_MZ373681
MW001281 B.1.439_MW001281
MW728394 B.1.1.519_MW728394
MW585928 B.1.243_MW585928
MW277515 D.2_MW277515
MW808407 B.1.596_MW808407
MW779443 B.1.2_MW779443
MW593373 A.1_MW593373
MT970552 D.2_MT970552
MZ085050 B.1.1.519_MZ085050
MW635150 B.1.2_MW635150
MT893007 B.1_MT893007
MT704071 B.1_MT704071
MW156571 D.2_MW156571
MW916431 B.1.265_MW916431
MT642224 B.1.124_MT642224
MW454662 B.1.1.316_MW454662
MW668556 B.1.2_MW668556
MW577109 B.1.311_MW577109
MW639960 B.1.2_MW639960
MZ494548.1 B.1.341_MZ494548.1
MT972135 D.2_MT972135
MW640122 B.1.2_MW640122
MW943747 B.1.588_MW943747
MZ233198 B.1.1.519_MZ233198
MT811254 B.1.397_MT811254
MW485329 B.1.375_MW485329
MT970801 D.2_MT970801
MW190237 B_MW190237
MZ233908 B.1.1.519_MZ233908
MW669046 B.1.2_MW669046
MW681013 B.1.340_MW681013
MW731734 B.1.2_MW731734
MW870732 B.1.1_MW870732
MZ192610 B.1.1.519_MZ192610
MZ245520 B.1.595_MZ245520
MW562764 B.1_MW562764
MW816437 B.1.2_MW816437
MZ316152 A.2.5_MZ316152
MW928359 B.1.2_MW928359
MW805064 B.1.2_MW805064
MZ233914 B.1.2_MZ233914
MT259250 B.1.1_MT259250
MW474187 B.1.574_MW474187
MW888183 B.1.2_MW888183
MW636599 B.1.596_MW636599
MW564927 B.1.232_MW564927
MW966829 B.1.596_MW966829
MZ310509 B.1.36_MZ310509
MW585919 B.1.375_MW585919
MZ372908 A.2.5_MZ372908
MW206059 B.1.425_MW206059
MW638802 B.1.577_MW638802
MW870082 B.1.1.519_MW870082
MT994933 B.1_MT994933
MW792576 B.1.243_MW792576
MW672666 B.1_MW672666
MZ499724.1 B.1.349_MZ499724.1
MW870897 B.1.265_MW870897
MZ543427.1 B.1.2_MZ543427.1
MT326111 A.1_MT326111
MT846012 B.1.1.25_MT846012
MW666494 B.1.2_MW666494
MW629430 B.1.2_MW629430
MW672356 B.1.160_MW672356
MW777065 B.1.349_MW777065
MZ555114.1 A.2.5_MZ555114.1
MW153843 D.2_MW153843
MW583250 B.1.375_MW583250
MW993186 B.1.575_MW993186
MW406732 B.1.1.228_MW406732
MW593439 B.1_MW593439
MZ438645.1 B.1.243_MZ438645.1
MW972739 B.1.243_MW972739
MW758798 B.1.311_MW758798
MZ212435 B.1.2_MZ212435
MW739233 B.1.239_MW739233
MW208009 B.1.2_MW208009
MW763189 B.1.234_MW763189
MW065081 B.1_MW065081
MW184978 D.2_MW184978
MW792654 B.1.2_MW792654
MW938099 C.4_MW938099
MT827815 A.1_MT827815
MZ500493.1 B.1.2_MZ500493.1
MT972078 D.2_MT972078
MW709115 B.1.2_MW709115
MT994917 B.1_MT994917
MT966087 B.1_MT966087
MT905423 B.1_MT905423
MW942239 B.1.2_MW942239
MZ512619.1 R.1_MZ512619.1
MW669699 B.1.2_MW669699
MW850951 B.1.2_MW850951
MW993296 B.1.429_MW993296
MW202157 B.1.612_MW202157
MT972427 D.2_MT972427
MW808235 B.1.234_MW808235
MZ148610 B.1.1.25_MZ148610
MT512424 A.1_MT512424
MT601277 B.1.1.25_MT601277
MW944491 B.1.2_MW944491
MW192123 B.1.240_MW192123
MW639031 B.1.2_MW639031
MZ185867 B.1.623_MZ185867
MZ245654 B.1.2_MZ245654
MW693865 B.1.2_MW693865
MW065178 B.1_MW065178
MW420865 B.1.2_MW420865
MT607617 B.1.36.8_MT607617
MZ490405.1 B.1.240_MZ490405.1
MT750455 B.1.320_MT750455
MW897506 B.1.561_MW897506
MT632815 B.1.371_MT632815
MZ184244 B.1.596_MZ184244
MZ470754.1 B.1.2_MZ470754.1
MW925658 B.1.2_MW925658
MZ363486.1 B.1_MZ363486.1
MW320800 D.2_MW320800
MW825711 B.1.596_MW825711
MW941494 B.1.2_MW941494
MW403605 B.1.139_MW403605
MW778501 B.1.517_MW778501
MW904362 B.1.2_MW904362
MZ313001 B.1.2_MZ313001
MW184371 D.2_MW184371
MT970005 D.2_MT970005
MW629513 B.1.2_MW629513
MW669153 B.1.2_MW669153
MW741635 B.1.346_MW741635
MW837385 B.1.2_MW837385
MZ492701.1 B.1.240_MZ492701.1
MW626351 B.1.2_MW626351
MW943986 B.1.596_MW943986
MW695376 B.1.2_MW695376
MZ238964 B.1.429_MZ238964
MW773340 B.1.1.519_MW773340
MZ270385 B.1.623_MZ270385
MW206124 B.1.425_MW206124
MZ258586 B.1.2_MZ258586
MZ471500.1 B.1.400_MZ471500.1
MT873499 B.1.1.33_MT873499
MZ233543 B.1.2_MZ233543
MW941789 B.1.1.231_MW941789
MW640900 B.1.2_MW640900
MW064978 B.1_MW064978
MW943099 B.1.2_MW943099
MW079838 B.1.181_MW079838
MW868452 B.1.409_MW868452
MW666380 B.1.1.416_MW666380
MT513758 B.1.528_MT513758
MW581644 B.1_MW581644
MT451586 B.1_MT451586
MW596136 B.1.2_MW596136
MW320897 D.2_MW320897
MW883267 B.1.2_MW883267
MW636312 B.1.2_MW636312
MW804895 B.1.243_MW804895
MW485397 B.1.375_MW485397
MW778096 B.1.2_MW778096
MW776822 B.1.596_MW776822
MZ499340.1 B.1.582_MZ499340.1
MW667002 B.1.551_MW667002
MT972447 D.2_MT972447
MW521758 B.1.110.3_MW521758
MZ168105 B.1.1.519_MZ168105
MW021456 B.1.498_MW021456
MT263422 A.1_MT263422
MW767301 B.1.2_MW767301
MW848920 B.1.2_MW848920
MW932424 B.1.575_MW932424
MZ043007 A.28_MZ043007
MT810633 B.1_MT810633
MW667148 B.1.2_MW667148
MW728598 B.1.1.519_MW728598
MW796944 B.1.596_MW796944
MW781269 B.1.2_MW781269
MW731781 B.1.2_MW731781
MW781458 B.1.2_MW781458
MW269893 B.1.567_MW269893
MW054103 A.3_MW054103
MW667524 B.1.234_MW667524
MW825569 B.1.596_MW825569
MZ433615.1 A.1_MZ433615.1
MT821792 B.1.1.291_MT821792
MT370854 B.1_MT370854
MW763116 B.1.568_MW763116
MW064518 B.1_MW064518
MW593594 B.1_MW593594
MZ142915 B.1.2_MZ142915
MW831043 B.1.2_MW831043
MW782820 B.1.2_MW782820
MW486361 B.1.2_MW486361
MW134417 B.1.243_MW134417
MW666350 B.1.2_MW666350
MW777051 B.1.349_MW777051
MZ357580 B.1_MZ357580
MZ003500 B.1.1.519_MZ003500
MW738328 B.1_MW738328
MW637010 B.1.1.222_MW637010
MZ434683.1 B.1.2_MZ434683.1
MW276489 B.1.508_MW276489
MW638578 B.1.243_MW638578
MT326178 B.1.314_MT326178
MW943617 C.36_MW943617
MT418882 B.1_MT418882
MZ236831 B.1.2_MZ236831
MZ236384 B.1.2_MZ236384
MZ331949 B.1.1_MZ331949
MW975122 B.1.575_MW975122
MZ433537.1 B.1.371_MZ433537.1
MT810819 B.1.267_MT810819
MW941652 B.1.575_MW941652
MW206361 B.1.1_MW206361
MW902774 B.1_MW902774
MW966745 B.1.2_MW966745
MW697938 B.1.2_MW697938
MT971397 D.2_MT971397
MZ065141 B.1.575_MZ065141
MZ235347 B.1.2_MZ235347
MZ151644 B.1.2_MZ151644
MW944891 B.1.575_MW944891
MW343749 B.1.1.186_MW343749
MZ202420 B.1.1.519_MZ202420
MW636450 B.1.234_MW636450
MW868430 B.1.2_MW868430
MT370860 B.1_MT370860
MW720415 B.1.2_MW720415
MW495859 B.1.577_MW495859
MZ258633 B.1.2_MZ258633
MZ279173 B.1.1.519_MZ279173
MW903038 B.1.2_MW903038
MW799603 B.1.2_MW799603
MW942524 B.1_MW942524
MW524066 B.1.2_MW524066
MW902677 B.1.2_MW902677
MW523814 B.1.2_MW523814
MW708573 B.1.596_MW708573
MW486245 B.1.2_MW486245
MW708788 B.1.2_MW708788
MZ232457 B.1.2_MZ232457
MW891398 R.1_MW891398
MZ488245.1 B.1.369_MZ488245.1
MW707669 B.1.2_MW707669
MW813406 B.1.1.519_MW813406
MZ512616.1 B.1.2_MZ512616.1
MZ312973 B.1.596_MZ312973
MZ504013.1 B.1_MZ504013.1
MW697007 B.1.2_MW697007
MW942014 B.1.1.222_MW942014
MT969808 D.2_MT969808
MW217319 B.1.2_MW217319
MW941390 B.1_MW941390
MZ147822 B.1.1.370_MZ147822
MT704126 A.3_MT704126
MW545324 B.1.2_MW545324
MW636371 B.1.1.519_MW636371
MW870668 B.1.596_MW870668
MW685692 B.1.596_MW685692
MZ438643.1 B.1.2_MZ438643.1
MZ260320 B.1.2_MZ260320
MW931053 R.1_MW931053
MW634514 B.1.2_MW634514
MW695382 B.1.2_MW695382
MT971055 D.2_MT971055
MT370872 B.1_MT370872
MW634726 B.1.2_MW634726
MW365273 C.26_MW365273
MT827843 B_MT827843
MW864523 B.1.1.519_MW864523
MW420531 B.1_MW420531
MW558286 B.1.2_MW558286
MZ245705 B.1.2_MZ245705
MT873102 B.1_MT873102
MW851441 B.1.596_MW851441
MW685701 B.1.2_MW685701
MZ233970 B.1.2_MZ233970
MT772545 B_MT772545
MZ492464.1 B.1.369_MZ492464.1
MW638638 B.1_MW638638
MT755827 B.1.1.25_MT755827
MT811350 B.1.243_MT811350
MW987672 B.1.2_MW987672
MT973283 D.2_MT973283
MW696368 B.1.2_MW696368
MZ259297 B.1.1.519_MZ259297
MW700580 B.1.232_MW700580
MW669260 B.1.243_MW669260
MW309831 B.1_MW309831
MW521646 B.1.375_MW521646
MZ277907 B.1.1.519_MZ277907
MT956796 B.1.349_MT956796
MT811436 B.1.267_MT811436
MW777464 B.1.2_MW777464
MW816353 B.1.1.519_MW816353
MW629440 B.1.2_MW629440
MW925196 B.1.550_MW925196
MW666471 B.1.375_MW666471
MZ195402 B.1.1.519_MZ195402
MT370987 B.1.332_MT370987
MT418887 B.1_MT418887
MZ376853 B.1.596_MZ376853
MT972903 D.2_MT972903
MT886339 B.1_MT886339
MW636352 B.1_MW636352
MZ001534 B.1.1.434_MZ001534
MW020083 B.1.565_MW020083
MT971170 D.2_MT971170
MW701315 B.1.1.418_MW701315
MZ083399 B.1.2_MZ083399
MT598174 B.1.1_MT598174
MT913109 B.1_MT913109
MZ497188.1 B.1.240_MZ497188.1
MW645916 B.1.565_MW645916
MT956806 B.1_MT956806
MW705809 B.1.596_MW705809
MW812607 B.1.2_MW812607
MZ473169.1 B.1_MZ473169.1
MW638964 B.1.2_MW638964
MW777207 B.1.311_MW777207
MW635077 B.1.234_MW635077
MW153392 D.2_MW153392
MW709002 B.1.2_MW709002
MT810591 B.1.241_MT810591
MZ277291 B.1.1.519_MZ277291
MW730989 B.1.2_MW730989
MZ212446 B.1.1_MZ212446
MT328034 A.2_MT328034
MT919776 B.1.1.28_MT919776
MW708846 B.1.2_MW708846
MW855744 B.1.311_MW855744
MW519797 B.1.409_MW519797
MW733799 B.1.1.519_MW733799
MW268724 B.1.2_MW268724
MZ005033 B.1.2_MZ005033
MW772144 B.1.2_MW772144
MZ436897.1 R.1_MZ436897.1
MW673229 B.1.2_MW673229
MT444624 B.1.199_MT444624
MZ469241.1 B.1.2_MZ469241.1
MW922915 B.1.2_MW922915
MW989076 B.1.2_MW989076
MW276445 B.1.243_MW276445
MT969923 D.2_MT969923
MW837306 B.1_MW837306
MW972800 B.1.596_MW972800
MT969867 D.2_MT969867
MW206230 B.1.554_MW206230
MZ377889 B.1.595_MZ377889
MW273868 B.1.213_MW273868
MW793182 B.1.1.519_MW793182
MW626630 B.1_MW626630
MW989869 B.1.1.519_MW989869
MZ351797 B.1.2_MZ351797
MW930602 B.1.243_MW930602
MZ404434.1 B.1.2_MZ404434.1
MW944252 B.1.2_MW944252
MT971198 D.2_MT971198
MZ238004 C.11_MZ238004
MZ518162.1 B.1_MZ518162.1
MW902678 B.1.110.3_MW902678
MW528785 B.1.2_MW528785
MW671725 B.1.2_MW671725
MW768062 B.1.2_MW768062
MW653464 B.1.1.368_MW653464
MW565776 B.1.1.418_MW565776
MW466797 B_MW466797
MT893013 B.40_MT893013
MW695393 B.1.240_MW695393
MW643272 B.1.596_MW643272
MW719880 B.1.517_MW719880
MZ003413 B.1.2_MZ003413
MW929705 B.1.265_MW929705
MW365283 B.1.1_MW365283
MW855704 B.1.2_MW855704
MW923464 B.1.2_MW923464
MW804894 B.1.517_MW804894
MW863887 B.1_MW863887
MW804946 B.1.265_MW804946
MZ340684 B.1.623_MZ340684
MW191314 B.1.1_MW191314
MT969903 D.2_MT969903
MW681318 B.1.1.304_MW681318
MW993838 B.1.429_MW993838
MW777512 B.1.2_MW777512
MW454424 B.1.239_MW454424
MT972394 D.2_MT972394
MW733277 B.1.2_MW733277
MW778835 B.1.2_MW778835
MZ453936.1 B.1.2_MZ453936.1
MW640502 B.1.2_MW640502
MW902351 B.1.2_MW902351
MW638946 B.1.2_MW638946
MW592864 B.1.2_MW592864
MW719974 B.1.2_MW719974
MW975448 B.1.2_MW975448
MZ214940 B.1.1.519_MZ214940
MW184278 D.2_MW184278
MW206291 B.1.425_MW206291
MW976919 B.1.451_MW976919
MT558660 B.1.332_MT558660
MW733601 B.1.596_MW733601
MZ140938 B.1_MZ140938
MZ473181.1 B.1_MZ473181.1
MW825778 B.1.2_MW825778
MW904499 B.1.2_MW904499
MW636651 B.1.2_MW636651
MW280496 B.1.2_MW280496
MW976891 B.1_MW976891
MW153858 D.2_MW153858
MZ235735 B.1.369_MZ235735
MW865412 B.1.2_MW865412
MW923178 B.1.396_MW923178
MZ490395.1 B.1.2_MZ490395.1
MW636996 B.1.2_MW636996
MW020086 B.1.565_MW020086
MZ085555 B.1.596_MZ085555
MW424874 B.1.2_MW424874
MZ089912 B.1.2_MZ089912
MW780636 B.1.1.519_MW780636
MW638881 B.1.2_MW638881
MW669070 B.1.1.486_MW669070
MW596230 B.1.2_MW596230
MW941182 B.1.1.434_MW941182
MT846415 B.1.1.180_MT846415
MZ490447.1 B.1_MZ490447.1
MW777700 B.1.2_MW777700
MW976341 B.1.575_MW976341
MW697787 B.1.400_MW697787
MW741600 B.1.2_MW741600
MW666374 B.1.577_MW666374
MZ505898.1 B.1.319_MZ505898.1
MZ180833 B.1.1.519_MZ180833
MT450921 B.4_MT450921
MW193889 B.1.504_MW193889
MT971371 D.2_MT971371
MZ240064 B.1.429_MZ240064
MW064570 B.1_MW064570
MW467459 C.17_MW467459
MZ434025.1 B.1.2_MZ434025.1
MW629500 B.1.2_MW629500
MW928146 B.1.234_MW928146
MW681384 B.1.1.519_MW681384
MW720324 B.1.2_MW720324
MW848419 B.1.2_MW848419
MZ558302.1 AY.3_MZ558302.1
MW634264 B.1.2_MW634264
MW491229 B.1_MW491229
MW994104 B.1.2_MW994104
MT970952 D.2_MT970952
MW969100 B.1.1.519_MW969100
MW984891 B.1.110.3_MW984891
MW777994 B.1.2_MW777994
MT873377 B.1_MT873377
MW173147 B.1_MW173147
MW156290 D.2_MW156290
MW891926 B.1.575_MW891926
MW719797 B.1.311_MW719797
MW715114 B.1.243_MW715114
MZ083424 B.1.2_MZ083424
MZ491079.1 B.1.2_MZ491079.1
MW938238 B.1.2_MW938238
MW976154 B.1_MW976154
MW681507 B.1.517_MW681507
MW696577 B.1.1.519_MW696577
MW208013 B.1_MW208013
MZ087797 C.36.3_MZ087797
MW277581 D.2_MW277581
MW720247 B.1.2_MW720247
MW865451 B.1.1.316_MW865451
MW989187 B.1.438_MW989187
MZ000150 B.1.2_MZ000150
MW891655 B.1.1.322_MW891655
MW634065 B.1.2_MW634065
MT811686 B.1.595_MT811686
