	V1	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
7131	MW876941	SARS-CoV-2/human/USA/UT-UPHL-2103316600/2021	GenBank	EPI_ISL_1483076	B.1	Complete	29855	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7132	MW876944	SARS-CoV-2/human/USA/UT-UPHL-2103330810/2021	GenBank	EPI_ISL_1483151	B.1	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-04	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7133	MW876948	SARS-CoV-2/human/USA/UT-UPHL-2103352325/2021	GenBank	EPI_ISL_1483165	B.1.561	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-19	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.561
7134	MW876958	SARS-CoV-2/human/USA/UT-UPHL-2103408461/2021	GenBank	EPI_ISL_1483158	B.1.2	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-19	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7135	MW876959	SARS-CoV-2/human/USA/UT-UPHL-2103425155/2021	GenBank	EPI_ISL_1483139	B.1.400	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-19	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.400
7136	MW876963	SARS-CoV-2/human/USA/UT-UPHL-2103455396/2021	GenBank	EPI_ISL_1483138	B.1.596	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-19	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7137	MW876964	SARS-CoV-2/human/USA/UT-UPHL-2103470112/2021	GenBank	EPI_ISL_1483166	B.1.2	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-19	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7138	MW876976	SARS-CoV-2/human/USA/UT-UPHL-2103534516/2021	GenBank	EPI_ISL_1483204	B.1.234	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-14	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.234
7139	MW876977	SARS-CoV-2/human/USA/UT-UPHL-2103538051/2021	GenBank	EPI_ISL_1483135	B.1.2	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-19	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7140	MW877000	SARS-CoV-2/human/USA/UT-UPHL-2103704587/2021	GenBank	EPI_ISL_1483118	B.1.558	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.558
7141	MW877004	SARS-CoV-2/human/USA/UT-UPHL-2103731404/2021	GenBank	EPI_ISL_1483176	B.1	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7142	MW877008	SARS-CoV-2/human/USA/UT-UPHL-2103765166/2021	GenBank	EPI_ISL_1483132	B.1.258	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-19	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.258
7143	MW877015	SARS-CoV-2/human/USA/UT-UPHL-2103817420/2021	GenBank	NA	B.1.2	Complete	29896	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7144	MW877026	SARS-CoV-2/human/USA/UT-UPHL-2103891319/2021	GenBank	EPI_ISL_1483147	B.1.369	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.369
7145	MW877039	SARS-CoV-2/human/USA/UT-UPHL-2103994907/2021	GenBank	EPI_ISL_1483167	B.1.2	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7146	MW879156	SARS-CoV-2/human/USA/ID-UW-COWR5/2021	GenBank	EPI_ISL_1424498	B.1.1.519	Complete	29540	High	0/0/-/-/-	Homo sapiens	2021-02-03	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7147	MW879545	SARS-CoV-2/human/USA/WA-UW-60027/2021	GenBank	EPI_ISL_1069226	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-21	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:24:12	B.1.2
7148	MW879556	SARS-CoV-2/human/USA/WA-UW-60038/2021	GenBank	EPI_ISL_1069237	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-21	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:24:23	B.1.2
7149	MW879561	SARS-CoV-2/human/USA/WA-UW-60048/2021	GenBank	EPI_ISL_1069247	B.1.243	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-20	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:24:28	B.1.243
7150	MW879602	SARS-CoV-2/human/USA/WA-UW-60633/2021	GenBank	EPI_ISL_1069290	B.1.561	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-26	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:25:06	B.1.561
7151	MW879603	SARS-CoV-2/human/USA/WA-UW-60634/2021	GenBank	EPI_ISL_1069291	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-28	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:25:07	B.1.2
7152	MW879635	SARS-CoV-2/human/USA/WA-UW-60670/2021	GenBank	EPI_ISL_1069325	B.1.1.519	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-29	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:25:36	B.1.1.519
7153	MW879667	SARS-CoV-2/human/USA/WA-UW-60708/2021	GenBank	EPI_ISL_1069357	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-31	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:26:07	B.1.2
7154	MW879668	SARS-CoV-2/human/USA/WA-UW-60709/2021	GenBank	EPI_ISL_1069358	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-31	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:26:08	B.1.2
7155	MW879677	SARS-CoV-2/human/USA/WA-UW-60718/2021	GenBank	EPI_ISL_1069367	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-30	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:26:17	B.1.2
7156	MW879680	SARS-CoV-2/human/USA/WA-UW-60724/2021	GenBank	EPI_ISL_1069370	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-30	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:26:20	B.1.2
7157	MW879681	SARS-CoV-2/human/USA/WA-UW-60725/2021	GenBank	EPI_ISL_1069371	B.1.2	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-30	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:26:21	B.1.2
7158	MW879692	SARS-CoV-2/human/USA/WA-UW-60738/2021	GenBank	EPI_ISL_1069383	B.1.369	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2021-01-30	United States / Washington	UW Virology Lab	2021-02-25	UW Virology Lab	2021-02-27 12:23:10	2021-04-10 09:26:31	B.1.369
7159	MW880160	SARS-CoV-2/human/USA/VA-DCLS-3859/2021	GenBank	EPI_ISL_1494606	B.1.2	Complete	29812	High	0/0/-/-/-	Homo sapiens	2021-02	United States / Virginia	 	2021-04-07	 	2021-06-08 10:34:33	2021-06-08 10:34:33	B.1.2
7160	MW880171	SARS-CoV-2/human/USA/VA-DCLS-3873/2021	GenBank	EPI_ISL_1494618	B.1.1.519	Complete	29814	High	0/0/-/-/-	Homo sapiens	2021-02	United States / Virginia	 	2021-04-07	 	2021-06-08 10:34:33	2021-06-08 10:34:33	B.1.1.519
7161	MW880299	SARS-CoV-2/human/USA/MO-CDC-ASC210015159/2021	GenBank	EPI_ISL_1491737	B.1.2	Complete	29881	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Missouri	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7162	MW880309	SARS-CoV-2/human/USA/OR-CDC-ASC210015208/2021	GenBank	EPI_ISL_1491747	B.1.596	Complete	29886	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Oregon	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7163	MW880312	SARS-CoV-2/human/USA/NE-CDC-ASC210015214/2021	GenBank	EPI_ISL_1491750	B.1.2	Complete	29898	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Nebraska	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7164	MW880326	SARS-CoV-2/human/USA/MI-CDC-ASC210015451/2021	GenBank	EPI_ISL_1491764	B.1.2	Complete	29877	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Michigan	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7165	MW880383	SARS-CoV-2/human/USA/IL-CDC-ASC210016580/2021	GenBank	EPI_ISL_1491821	B.1.362	Complete	29887	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Illinois	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.362
7166	MW880451	SARS-CoV-2/human/USA/FL-CDC-ASC210017168/2021	GenBank	EPI_ISL_1491889	R.1	Complete	29893	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Florida	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	R.1
7167	MW880521	SARS-CoV-2/human/USA/IL-CDC-QDX23209291/2021	GenBank	EPI_ISL_1491958	B.1.2	Complete	29782	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Illinois	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7168	MW880563	SARS-CoV-2/human/USA/MI-CDC-QDX23209138/2021	GenBank	EPI_ISL_1492000	B.1.2	Complete	29782	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Michigan	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7169	MW880574	SARS-CoV-2/human/USA/MA-CDC-QDX23205786/2021	GenBank	EPI_ISL_1492011	B.1.623	Complete	29747	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Massachusetts	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.623
7170	MW880586	SARS-CoV-2/human/USA/NJ-CDC-QDX23179683/2021	GenBank	EPI_ISL_1492023	B.1	Complete	29784	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7171	MW880607	SARS-CoV-2/human/USA/MI-CDC-QDX23234049/2021	GenBank	EPI_ISL_1492044	B.1.623	Complete	29747	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Michigan	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.623
7172	MW880622	SARS-CoV-2/human/USA/NM-CDC-QDX23213647/2021	GenBank	EPI_ISL_1492059	B.1.575	Complete	29780	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / New Mexico	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.575
7173	MW880625	SARS-CoV-2/human/USA/TX-CDC-QDX23212271/2021	GenBank	EPI_ISL_1492062	B.1.2	Complete	29782	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Texas	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7174	MW880646	SARS-CoV-2/human/USA/TX-CDC-QDX23212284/2021	GenBank	EPI_ISL_1492106	B.1.2	Complete	29782	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Texas	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7175	MW882000	SARS-CoV-2/human/USA/VSP0951/2021	GenBank	NA	R.1	Complete	29881	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	R.1
7176	MW882001	SARS-CoV-2/human/USA/VSP0952/2021	GenBank	NA	B.1.596	Complete	29882	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7177	MW882026	SARS-CoV-2/human/USA/VSP0987/2021	GenBank	NA	B.1.2	Complete	29882	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7178	MW882027	SARS-CoV-2/human/USA/VSP0988/2021	GenBank	NA	B.1.2	Complete	29882	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7179	MW882048	SARS-CoV-2/human/USA/VSP1011/2021	GenBank	NA	B.1.409	Complete	29882	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.409
7180	MW882641	SARS-CoV-2/human/USA/UMW22470722/2020	GenBank	NA	B.1.375	Complete	29869	High	0/0/-/-/-	Homo sapiens	2020-12-22	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.375
7181	MW882643	SARS-CoV-2/human/USA/UMW22470796/2020	GenBank	NA	B.1.2	Complete	29882	High	0/0/-/-/-	Homo sapiens	2020-12-22	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7182	MW882648	SARS-CoV-2/human/USA/UMW22471732/2020	GenBank	NA	B.1.448	Complete	29877	High	0/0/-/-/-	Homo sapiens	2020-12-22	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.448
7183	MW882658	SARS-CoV-2/human/USA/UMW22472564/2020	GenBank	NA	B.1	Complete	29875	High	0/0/-/-/-	Homo sapiens	2020-12-22	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7184	MW882686	SARS-CoV-2/human/USA/UMW22476412/2020	GenBank	NA	B.1.517	Complete	29877	High	0/0/-/-/-	Homo sapiens	2020-12-22	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.517
7185	MW882697	SARS-CoV-2/human/USA/UMW22478112/2020	GenBank	NA	B.1.2	Complete	29878	High	0/0/-/-/-	Homo sapiens	2020-12-22	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7186	MW882715	SARS-CoV-2/human/USA/UMW22525196/2020	GenBank	NA	B.1.517	Complete	29876	High	0/0/-/-/-	Homo sapiens	2020-12-28	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.517
7187	MW882722	SARS-CoV-2/human/USA/UMW22529406/2020	GenBank	NA	B.1.2	Complete	29879	High	0/0/-/-/-	Homo sapiens	2020-12-28	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7188	MW882758	SARS-CoV-2/human/USA/UMW22542215/2020	GenBank	NA	B.1.517	Complete	29875	High	0/0/-/-/-	Homo sapiens	2020-12-29	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.517
7189	MW883155	SARS-CoV-2/human/USA/SC-COVID21-1161/2021	GenBank	NA	B.1.2	Complete	29819	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / SC / GREENVILLE	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7190	MW883190	SARS-CoV-2/human/USA/NMDOH-2020412693/2020	GenBank	NA	B.1	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-10-14	United States / New Mexico	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7191	MW883220	SARS-CoV-2/human/USA/NMDOH-2020419559/2020	GenBank	NA	B.1.1.225	Complete	29773	High	0/0/-/-/-	Homo sapiens	2020-10-15	United States / New Mexico	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.225
7192	MW883227	SARS-CoV-2/human/USA/NMDOH-2020419763/2020	GenBank	NA	B.1.2	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-10-15	United States / New Mexico	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7193	MW883255	SARS-CoV-2/human/USA/MD-NIH-00285/2020	GenBank	EPI_ISL_1509021	B.1.1.207	Complete	29889	High	0/0/-/-/-	Homo sapiens	2020-12-14	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:35	B.1.1.207
7194	MW883267	SARS-CoV-2/human/USA/MD-NIH-00309/2020	GenBank	EPI_ISL_1509030	B.1.2	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-11-13	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:35	B.1.2
7195	MW883278	SARS-CoV-2/human/USA/MD-NIH-00325/2020	GenBank	EPI_ISL_1509040	B.1.509	Complete	29893	High	0/0/-/-/-	Homo sapiens	2020-11-23	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:35	B.1.509
7196	MW883280	SARS-CoV-2/human/USA/MD-NIH-00327/2020	GenBank	EPI_ISL_1509042	B.1.243	Complete	29893	High	0/0/-/-/-	Homo sapiens	2020-11-25	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:35	B.1.243
7197	MW883284	SARS-CoV-2/human/USA/NC-NIH-00336/2021	GenBank	EPI_ISL_1509045	B.1.2	Complete	29901	High	0/0/-/-/-	Homo sapiens	2021-01-29	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:35	B.1.2
7198	MW883294	SARS-CoV-2/human/USA/MD-NIH-00357/2021	GenBank	EPI_ISL_1509055	B.1.243	Complete	29903	High	0/0/-/-/-	Homo sapiens	2021-02-13	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:35	B.1.243
7199	MW883304	SARS-CoV-2/human/USA/MD-NIH-00408/2020	GenBank	EPI_ISL_1509065	B.1	Complete	29883	High	0/0/-/-/-	Homo sapiens	2020-04-15	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:36	B.1
7200	MW883311	SARS-CoV-2/human/USA/MD-NIH-00421/2020	GenBank	EPI_ISL_1509072	B.1	Complete	29901	High	0/0/-/-/-	Homo sapiens	2020-04-28	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:36	B.1
7201	MW883320	SARS-CoV-2/human/USA/MD-NIH-00463/2020	GenBank	EPI_ISL_1509081	B.1.564	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-07-06	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:36	B.1.564
7202	MW883323	SARS-CoV-2/human/USA/MD-NIH-00482/2020	GenBank	EPI_ISL_1509084	B.1.541	Complete	29899	High	0/0/-/-/-	Homo sapiens	2020-09-24	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:36	B.1.541
7203	MW883329	SARS-CoV-2/human/USA/MD-NIH-00503/2021	GenBank	EPI_ISL_1509090	B.1.243	Complete	29901	High	0/0/-/-/-	Homo sapiens	2021-02-17	United States	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:35	B.1.243
7204	MW885879	SARS-CoV-2/human/USA/04-P054921-S029-R01_D10/2020	GenBank	NA	B.1	Complete	29862	High	0/0/-/-/-	Homo sapiens	2020	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7205	MW885880	SARS-CoV-2/human/USA/04-P079042-S023-R01_D11/2020	GenBank	NA	B.1	Complete	29861	High	0/0/-/-/-	Homo sapiens	2020	United States / Massachusetts	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1
7206	MW885902	SARS-CoV-2/human/USA/TX-DSHS-4964/2020	GenBank	EPI_ISL_1503327	B.1.590	Complete	29725	High	0/0/-/-/-	Homo sapiens	2020-07-02	United States / TX	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:36	B.1.590
7207	MW885911	SARS-CoV-2/human/USA/TX-DSHS-4973/2020	GenBank	EPI_ISL_1503336	B.1.590	Complete	29725	High	0/0/-/-/-	Homo sapiens	2020-07-02	United States / TX	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:36	B.1.590
7208	MW885921	SARS-CoV-2/human/USA/TX-DSHS-4985/2020	GenBank	EPI_ISL_1503346	B.1.590	Complete	29725	High	0/0/-/-/-	Homo sapiens	2020-07-02	United States / TX	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-16 11:56:36	B.1.590
7209	MW887956	SARS-CoV-2/human/USA/MP-CDC-2-4084521/2021	GenBank	EPI_ISL_1516189	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / MP	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7210	MW887961	SARS-CoV-2/human/USA/MP-CDC-2-4084438/2021	GenBank	EPI_ISL_1516194	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-13	United States / MP	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7211	MW887982	SARS-CoV-2/human/USA/WY-CDC-2-4084750/2021	GenBank	EPI_ISL_1516215	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-01-16	United States / WY	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7212	MW888046	SARS-CoV-2/human/USA/PA-CDC-2-4080507/2021	GenBank	EPI_ISL_1516279	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-13	United States / PA	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7213	MW888061	SARS-CoV-2/human/USA/PA-CDC-2-4084509/2021	GenBank	EPI_ISL_1516294	B.1.596	Complete	29738	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / PA	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.596
7214	MW888091	SARS-CoV-2/human/USA/MD-CDC-2-4084915/2020	GenBank	EPI_ISL_1516324	B.1.1.337	Complete	29867	High	0/0/-/-/-	Homo sapiens	2020-12-23	United States / MD	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.1.337
7215	MW888092	SARS-CoV-2/human/USA/MD-CDC-2-4084921/2020	GenBank	EPI_ISL_1516325	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2020-12-22	United States / MD	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7216	MW888101	SARS-CoV-2/human/USA/MD-CDC-2-4084922/2020	GenBank	EPI_ISL_1516334	B.1.596	Complete	29867	High	0/0/-/-/-	Homo sapiens	2020-12-17	United States / MD	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.596
7217	MW888127	SARS-CoV-2/human/USA/KY-CDC-2-4080840/2021	GenBank	EPI_ISL_1516360	B.1.596	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-05	United States / KY	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.596
7218	MW888139	SARS-CoV-2/human/USA/MS-CDC-2-4080540/2021	GenBank	EPI_ISL_1516372	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-09	United States / MS	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7219	MW888144	SARS-CoV-2/human/USA/RI-CDC-2-4084631/2021	GenBank	EPI_ISL_1516377	B.1.375	Complete	29861	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / RI	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.375
7220	MW888167	SARS-CoV-2/human/USA/MO-CDC-2-4080816/2021	GenBank	EPI_ISL_1516400	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / MO	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7221	MW888175	SARS-CoV-2/human/USA/LA-CDC-2-4084826/2021	GenBank	EPI_ISL_1516408	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-01-12	United States / LA	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7222	MW888181	SARS-CoV-2/human/USA/LA-CDC-2-4084821/2021	GenBank	EPI_ISL_1516414	B.1.349	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-01-14	United States / LA	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.349
7223	MW888183	SARS-CoV-2/human/USA/LA-CDC-2-4084804/2021	GenBank	EPI_ISL_1516416	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-01-06	United States / LA	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7224	MW888190	SARS-CoV-2/human/USA/LA-CDC-2-4084924/2021	GenBank	EPI_ISL_1516423	B.1.2	Complete	29868	High	0/0/-/-/-	Homo sapiens	2021-01-05	United States / LA	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7225	MW888202	SARS-CoV-2/human/USA/IN-CDC-2-4080718/2021	GenBank	EPI_ISL_1516435	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / IN	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
7226	MW888203	SARS-CoV-2/human/USA/IN-CDC-2-4080827/2021	GenBank	EPI_ISL_1516436	B.1.2	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / IN	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	B.1.2
