Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0931/2021	EPI_ISL_2671675	GISAID		P.1	Complete	29837	Low	168/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0936/2021	EPI_ISL_2671679	GISAID		B.1.1.519	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0937/2021	EPI_ISL_2671680	GISAID		B.1.1.7	Complete	29876	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0938/2021	EPI_ISL_2671681	GISAID		P.1	Complete	29838	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0943/2021	EPI_ISL_2671683	GISAID		P.1	Complete	29841	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_1160/2021	EPI_ISL_2671782	GISAID		P.1	Complete	29861	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0941/2021	EPI_ISL_2671709	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ZAC-LANGEBIO_IMSS_0998/2021	EPI_ISL_2671775	GISAID		B.1.1.519	Complete	29901	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Zacatecas	Unidad de Investigacion Biomedica de Zacatecas (UIBZ)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ZAC-LANGEBIO_IMSS_0999/2021	EPI_ISL_2671776	GISAID		B.1.1.519	Complete	29899	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Zacatecas	Unidad de Investigacion Biomedica de Zacatecas (UIBZ)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ZAC-LANGEBIO_IMSS_1000/2021	EPI_ISL_2671777	GISAID		P.1	Complete	29894	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Zacatecas	Unidad de Investigacion Biomedica de Zacatecas (UIBZ)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CAM-LANGEBIO_IMSS_0940/2021	EPI_ISL_2671501	GISAID		B.1.1.7	Complete	29840	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Campeche	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0869/2021	EPI_ISL_2671518	GISAID		B.1.1.519	Partial	29845	Low	108/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0877/2021	EPI_ISL_2671520	GISAID		B.1.1.519	Complete	29887	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0879/2021	EPI_ISL_2671521	GISAID		B.1.1.7	Complete	29838	Low	277/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COL-LANGEBIO_IMSS_1021/2021	EPI_ISL_2671553	GISAID		P.1	Complete	29859	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Colima	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1007/2021	EPI_ISL_2671570	GISAID		P.1	Complete	29860	Low	218/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-InDRE_FD71481_S3076/2021	EPI_ISL_2663343	GISAID		B.1.1.7	Complete	29803	Low	770/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Mexico City	LESP Ciudad de Mexico	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-InDRE_FD71675_S3077/2021	EPI_ISL_2663344	GISAID		B.1.1.7	Partial	29803	Low	422/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Mexico City	LESP Ciudad de Mexico	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1109/2021	EPI_ISL_2671534	GISAID		B.1.1.519	Partial	29865	Low	465/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1117/2021	EPI_ISL_2671536	GISAID		B.1.1.7	Complete	29808	Low	402/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1122/2021	EPI_ISL_2671538	GISAID		B.1.1.7	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1125/2021	EPI_ISL_2671539	GISAID		B.1.617.2	Complete	29842	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MOR-LANGEBIO_IMSS_1132/2021	EPI_ISL_2671614	GISAID		B.1	Complete	29815	High	2/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Morelos	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0850/2021	EPI_ISL_2671630	GISAID		B.1.429	Complete	29889	Low	23/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0851/2021	EPI_ISL_2671631	GISAID		B.1.1.7	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0852/2021	EPI_ISL_2671632	GISAID		A.2.5	Partial	29836	Low	339/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/PUE-LANGEBIO_IMSS_1131/2021	EPI_ISL_2671648	GISAID		B.1.1.519	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Puebla	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0930/2021	EPI_ISL_2671674	GISAID		P.1	Complete	29877	Low	146/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0932/2021	EPI_ISL_2671676	GISAID		P.1	Complete	29859	Low	21/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0933/2021	EPI_ISL_2671677	GISAID		P.1	Complete	29861	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0935/2021	EPI_ISL_2671678	GISAID		P.1	Complete	29833	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0939/2021	EPI_ISL_2671682	GISAID		B.1.1.7	Complete	29806	Low	413/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_1159/2021	EPI_ISL_2671781	GISAID		P.1	Complete	29881	Low	328/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1118/2021	EPI_ISL_2671603	GISAID		B.1.1.519	Complete	29900	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1119/2021	EPI_ISL_2671604	GISAID		B.1.1.519	Partial	29875	Low	82/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1123/2021	EPI_ISL_2671606	GISAID		B.1.1.222	Complete	29830	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1124/2021	EPI_ISL_2671607	GISAID		B.1.1.519	Complete	29851	Low	56/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0929/2021	EPI_ISL_2671708	GISAID		B.1.1.519	Complete	29838	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAM-LANGEBIO_IMSS_0872/2021	EPI_ISL_2671719	GISAID		P.1	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Tamaulipas	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/VER-LANGEBIO_IMSS_1133/2021	EPI_ISL_2671743	GISAID		B.1.1.519	Complete	29875	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Veracruz	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/VER-LANGEBIO_IMSS_1134/2021	EPI_ISL_2671744	GISAID		B.1.1.7	Complete	29844	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Veracruz	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ZAC-LANGEBIO_IMSS_0996/2021	EPI_ISL_2671773	GISAID		B.1.1.519	Complete	29865	Low	478/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Zacatecas	Unidad de Investigacion Biomedica de Zacatecas (UIBZ)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ZAC-LANGEBIO_IMSS_0997/2021	EPI_ISL_2671774	GISAID		B.1.1.519	Complete	29865	Low	121/0/NA/NA/NA	Homo Sapiens	2021-05-20	Mexico / Zacatecas	Unidad de Investigacion Biomedica de Zacatecas (UIBZ)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ZAC-LANGEBIO_IMSS_1157/2021	EPI_ISL_2671780	GISAID		P.1	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-05-20	Mexico / Zacatecas	Unidad de Investigacion Biomedica de Zacatecas (UIBZ)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/BCS-LANGEBIO_IMSS_1139/2021	EPI_ISL_2671489	GISAID		P.1	Complete	29871	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Baja California Sur	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/BCS-LANGEBIO_IMSS_1140/2021	EPI_ISL_2671490	GISAID		P.1	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Baja California Sur	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CAM-LANGEBIO_IMSS_0923/2021	EPI_ISL_2671500	GISAID		B.1.1.519	Partial	29863	Low	123/0/NA/NA/NA	Homo Sapiens	2021-05-19	Mexico / Campeche	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0868/2021	EPI_ISL_2671517	GISAID		B.1.1.7	Partial	29882	Low	84/0/NA/NA/NA	Homo Sapiens	2021-05-19	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0880/2021	EPI_ISL_2671522	GISAID		B.1	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COL-LANGEBIO_IMSS_1011/2021	EPI_ISL_2671550	GISAID		B.1.1.7	Complete	29856	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Colima	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/GUA-LANGEBIO_IMSS_1010/2021	EPI_ISL_2671566	GISAID		B.1.1.519	Complete	29876	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Guanajuato	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-InDRE_FD69743_S3075/2021	EPI_ISL_2663342	GISAID		B.1.1.7	Complete	29803	Low	81/0/NA/NA/NA	Homo Sapiens	2021-05-19	Mexico / Mexico City	LESP Ciudad de Mexico	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1068/2021	EPI_ISL_2671530	GISAID		B.1.1.519	Complete	29845	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1111/2021	EPI_ISL_2671535	GISAID		P.1	Complete	29893	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MIC-LANGEBIO_IMSS_1012/2021	EPI_ISL_2671608	GISAID		B.1.1.519	Complete	29852	High	1/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Michoacan	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0847/2021	EPI_ISL_2671629	GISAID		C.37	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/OAX-LANGEBIO_IMSS_1126/2021	EPI_ISL_2671639	GISAID		B.1.1.7	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Oaxaca	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/PUE-LANGEBIO_IMSS_1130/2021	EPI_ISL_2671647	GISAID		B.1.1.519	Complete	29844	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Puebla	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0916/2021	EPI_ISL_2671664	GISAID		P.1	Complete	29894	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0926/2021	EPI_ISL_2671671	GISAID		B.1.1.7	Complete	29822	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0927/2021	EPI_ISL_2671672	GISAID		P.1	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0928/2021	EPI_ISL_2671673	GISAID		B.1.1.7	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_1161/2021	EPI_ISL_2671783	GISAID		P.1	Complete	29873	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1110/2021	EPI_ISL_2671598	GISAID		B.1.1.519	Complete	29870	Low	39/0/NA/NA/NA	Homo Sapiens	2021-05-19	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1112/2021	EPI_ISL_2671599	GISAID		B.1.1.519	Complete	29894	Low	20/0/NA/NA/NA	Homo Sapiens	2021-05-19	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1113/2021	EPI_ISL_2671600	GISAID		B.1.1.519	Complete	29874	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1114/2021	EPI_ISL_2671601	GISAID		B.1.1.7	Complete	29858	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1115/2021	EPI_ISL_2671602	GISAID		B.1.1.519	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MEX-LANGEBIO_IMSS_1121/2021	EPI_ISL_2671605	GISAID		B.1.1.7	Complete	29838	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / State of Mexico	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0911/2021	EPI_ISL_2671705	GISAID		B.1.1.7	Partial	29846	Low	304/0/NA/NA/NA	Homo Sapiens	2021-05-19	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0924/2021	EPI_ISL_2671706	GISAID		B.1.1.519	Complete	29827	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0925/2021	EPI_ISL_2671707	GISAID		A.2.5	Complete	29830	Low	235/0/NA/NA/NA	Homo Sapiens	2021-05-19	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAM-LANGEBIO_IMSS_0854/2021	EPI_ISL_2671718	GISAID		B.1.1.7	Complete	29880	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Tamaulipas	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/VER-LANGEBIO_IMSS_1102/2021	EPI_ISL_2671736	GISAID		P.1	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Veracruz	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/VER-LANGEBIO_IMSS_1136/2021	EPI_ISL_2671745	GISAID		P.1	Complete	29855	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Veracruz	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ZAC-LANGEBIO_IMSS_0988/2021	EPI_ISL_2671769	GISAID		P.1	Complete	29893	High	0/0/-/-/-	Homo Sapiens	2021-05-19	Mexico / Zacatecas	Unidad de Investigacion Biomedica de Zacatecas (UIBZ)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
